Applicant_ID,Applicant_Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Status,Annual_Income_Lakhs,Credit_Score,Loan_Amount_Lakhs,Loan_Term_Years,Interest_Rate_Percent,Down_Payment_Percent,Loan_Type,Property_Location,Property_Value_Lakhs,Property_Type,Existing_Loans_Amount,EMI_Affordability_Percent,Prior_Relationship_Years,Loan_Approval_Status,Application_Date
161,58,Other,Married,4,Graduate,Salaried,48.19,689,44.83,15,8.96,9.51,Construction,Semi-Urban,181.44,Independent House,22.28,14.41,10,Approved,06-07-2024
162,33,Female,Divorced,3,Doctorate,Self-Employed,7.23,551,149.25,20,10.92,19.24,Construction,Urban,147.99,Plot,8.8,14.63,17,Rejected,07-07-2021
163,64,Other,Single,2,High School,Self-Employed,35.52,544,143.17,15,9.91,9.04,Refinance,Rural,92.65,Plot,33.33,12.32,17,Rejected,27-03-2018
164,64,Male,Single,1,Doctorate,Salaried,20.1,455,38.16,20,6.71,25.2,Refinance,Rural,226.79,Plot,12.69,16.06,2,Rejected,11-04-2021
165,30,Male,Married,2,Graduate,Unemployed,25.74,626,58.9,25,6.91,5.82,Construction,Urban,149.98,Independent House,17.86,40.44,19,Approved,24-11-2019
166,47,Female,Widowed,0,Graduate,Salaried,11.2,703,19.76,15,10.28,23.79,Home Purchase,Semi-Urban,288.21,Independent House,43.34,17.71,3,Approved,13-10-2019
167,41,Other,Widowed,1,Postgraduate,Unemployed,8.9,498,134.64,15,10.52,15.49,Construction,Semi-Urban,270,Independent House,10.23,31.6,8,Approved,22-04-2018
168,59,Female,Widowed,0,Postgraduate,Self-Employed,47.16,720,71.7,20,10.26,13.3,Refinance,Urban,238.2,Independent House,41.24,28.2,16,Approved,29-04-2025
169,43,Male,Single,4,Graduate,Salaried,2,625,12.92,15,7.4,10.09,Home Purchase,Urban,148.12,Plot,2.6,13.6,11,Approved,15-03-2022
170,56,Other,Single,4,High School,Unemployed,31.26,841,52.17,10,7.64,11.79,Home Purchase,Semi-Urban,120.98,Plot,40.33,49.32,7,Approved,28-12-2022
171,62,Female,Widowed,2,Graduate,Unemployed,26.84,779,11.15,10,8.13,28.73,Construction,Urban,65.08,Apartment,5.13,28.12,18,Approved,11-12-2024
172,44,Female,Widowed,2,Graduate,Salaried,7.86,677,110.7,10,7.73,25.18,Home Purchase,Urban,123.24,Independent House,33.26,12.08,16,Rejected,04-01-2021
173,21,Male,Divorced,1,Postgraduate,Self-Employed,2.77,342,126.65,15,9.27,26.08,Construction,Rural,165.29,Independent House,27.32,48.52,18,Approved,16-01-2022
174,47,Female,Widowed,4,Doctorate,Self-Employed,28.53,757,122.27,25,9.31,12.91,Refinance,Rural,165.41,Plot,15.64,47.09,17,Rejected,18-08-2019
175,38,Male,Single,3,Graduate,Salaried,16.73,582,64.69,10,8.44,26.95,Home Purchase,Semi-Urban,96.73,Apartment,14.29,24.47,18,Approved,13-01-2022
176,50,Other,Divorced,3,High School,Salaried,39.67,690,96.68,20,10.03,20.03,Home Purchase,Semi-Urban,284.14,Apartment,49.02,8.04,9,Approved,02-06-2019
177,25,Female,Single,4,Graduate,Self-Employed,29.94,503,15.74,20,7.42,17.08,Refinance,Semi-Urban,216.24,Independent House,30.18,8.46,14,Rejected,13-02-2025
178,40,Other,Widowed,2,Postgraduate,Self-Employed,14.84,433,41.38,15,8.53,21.8,Refinance,Urban,171.95,Plot,29.88,43.97,0,Approved,02-07-2023
179,30,Male,Divorced,2,Graduate,Unemployed,44.38,547,90.2,15,8.18,6.26,Home Purchase,Urban,134.12,Plot,12.66,25.26,0,Approved,25-09-2023
180,62,Female,Widowed,0,Graduate,Self-Employed,37.66,718,134.06,30,10.62,15.85,Construction,Urban,168.44,Plot,0.45,31.53,16,Approved,30-11-2020
181,62,Female,Widowed,4,Doctorate,Unemployed,11.56,450,12.25,25,6.56,11.21,Home Purchase,Semi-Urban,103.12,Independent House,3.13,25.65,2,Approved,30-03-2021
182,31,Female,Married,1,Graduate,Self-Employed,20.4,463,140.24,30,10.04,14.94,Refinance,Urban,98.41,Plot,26.07,8.08,9,Approved,31-12-2024
183,26,Other,Single,0,Doctorate,Salaried,44.98,486,70.88,30,10.43,20.95,Refinance,Semi-Urban,164.85,Independent House,32.47,47.13,17,Rejected,03-01-2025
184,31,Female,Single,4,Doctorate,Self-Employed,26.13,387,139.43,10,9.94,15.24,Refinance,Urban,100.26,Independent House,5.59,28.24,16,Approved,31-08-2023
185,27,Other,Single,3,Postgraduate,Unemployed,40.68,428,49.92,25,8.49,18.83,Home Purchase,Urban,230.48,Independent House,41.43,40.52,13,Rejected,21-04-2022
186,62,Male,Married,1,Postgraduate,Salaried,17.29,436,16.26,30,8.76,9.85,Refinance,Urban,212.77,Apartment,17.24,25.78,8,Approved,28-08-2022
187,43,Male,Widowed,3,Postgraduate,Unemployed,22.62,546,5.29,15,8.89,24.74,Refinance,Semi-Urban,176.17,Independent House,0.96,12.46,9,Rejected,26-09-2019
188,30,Other,Widowed,2,Doctorate,Self-Employed,26.92,839,50.1,20,8.01,23.73,Construction,Urban,141.98,Apartment,21.45,29.34,9,Approved,28-09-2020
189,21,Male,Married,1,Postgraduate,Salaried,43.79,392,82.21,30,9.63,17.39,Home Purchase,Urban,148.56,Independent House,25.61,10.14,16,Approved,30-08-2021
190,59,Male,Single,0,Graduate,Salaried,43.15,550,73.77,30,9.33,22.22,Home Purchase,Semi-Urban,225.33,Apartment,23.25,44.34,8,Approved,01-05-2025
191,61,Other,Married,4,Postgraduate,Unemployed,43.04,728,75.23,20,6.84,14.7,Refinance,Rural,105.84,Independent House,3.35,44.48,11,Approved,11-03-2023
192,56,Other,Widowed,3,High School,Salaried,5.56,632,121.55,25,10.99,18.98,Home Purchase,Rural,89.43,Independent House,36.46,32.38,3,Approved,23-03-2023
193,31,Female,Divorced,2,Doctorate,Unemployed,20.2,361,127.14,10,6.52,25.11,Home Purchase,Rural,43.14,Apartment,29.19,40.19,12,Approved,12-02-2022
194,37,Other,Single,2,Doctorate,Salaried,20.56,391,33.27,25,8.26,8.97,Construction,Rural,191.23,Independent House,44.46,31.05,9,Approved,03-05-2024
195,36,Other,Single,4,Postgraduate,Self-Employed,22.39,599,113.13,10,9.13,8.34,Construction,Semi-Urban,151.71,Independent House,39.81,17.24,5,Approved,14-07-2018
196,58,Other,Married,4,High School,Self-Employed,14.94,455,72.15,30,9.45,25.59,Refinance,Rural,239.73,Plot,38.9,39.24,5,Rejected,15-07-2024
197,32,Male,Widowed,0,High School,Unemployed,14.67,704,133.83,30,9.34,26.45,Refinance,Urban,272.44,Plot,25.71,38.13,6,Rejected,18-08-2018
198,38,Female,Widowed,2,High School,Self-Employed,35.93,849,18.76,25,10.56,28.34,Construction,Urban,261.67,Apartment,23.29,30.7,15,Approved,20-03-2023
199,55,Other,Divorced,4,Postgraduate,Self-Employed,29.18,807,99.88,20,6.57,5.43,Refinance,Urban,235.82,Plot,41.86,32.88,2,Rejected,10-12-2019
200,41,Male,Married,2,High School,Salaried,32.64,318,69.13,15,7.12,19.47,Construction,Rural,280.61,Independent House,18.57,32.83,4,Rejected,28-09-2025
201,24,Female,Single,1,Doctorate,Self-Employed,30.47,587,70.94,15,8.13,26.59,Construction,Rural,75.19,Apartment,2.72,33.99,8,Approved,06-07-2020
202,39,Male,Widowed,3,High School,Unemployed,11.8,705,71,10,10.27,9.24,Refinance,Urban,194.62,Plot,22.68,25.47,19,Rejected,14-05-2025
203,48,Female,Married,4,High School,Self-Employed,29.49,737,89.56,25,8.1,6.3,Home Purchase,Semi-Urban,52.83,Plot,44.15,34.66,6,Approved,12-08-2020
204,47,Male,Divorced,0,Postgraduate,Unemployed,3.44,533,105.23,10,8.59,26.18,Refinance,Semi-Urban,120.53,Plot,21.77,22.82,16,Rejected,13-07-2020
205,39,Female,Divorced,1,Graduate,Unemployed,12.12,575,13.01,15,6.84,15.96,Construction,Urban,235.01,Plot,39.91,19.68,7,Approved,28-02-2025
206,30,Other,Widowed,0,Doctorate,Salaried,16.52,335,35.52,25,7.16,13.57,Construction,Rural,103.27,Independent House,24.23,18.61,13,Rejected,05-11-2024
207,58,Female,Widowed,2,Doctorate,Self-Employed,44.02,364,71.64,15,10.2,6.42,Refinance,Urban,81.5,Apartment,28.71,35.02,7,Approved,24-11-2023
208,35,Other,Divorced,4,High School,Salaried,47.14,517,33.3,15,8.62,21.4,Refinance,Rural,207.68,Apartment,42.99,23.31,6,Approved,20-07-2024
209,52,Female,Widowed,4,High School,Salaried,41.26,689,87.32,10,8.81,26.74,Refinance,Rural,281.73,Apartment,33.08,11.36,5,Rejected,22-02-2018
210,50,Other,Widowed,2,High School,Self-Employed,41.63,705,92.56,10,10.04,11.32,Refinance,Rural,271.38,Apartment,36.47,30.8,4,Approved,24-02-2021
211,61,Other,Married,4,Graduate,Unemployed,30.27,687,5.09,15,10.07,20.68,Home Purchase,Urban,71.05,Apartment,27.72,13.98,7,Rejected,19-04-2018
212,43,Female,Widowed,2,Graduate,Unemployed,45.6,528,72.61,10,9.66,20.38,Refinance,Semi-Urban,168.49,Independent House,49.98,39.63,13,Rejected,29-09-2025
213,63,Male,Married,4,Doctorate,Unemployed,33.04,766,94.19,10,8.61,24.34,Home Purchase,Rural,199.11,Independent House,27.56,24.72,14,Approved,18-08-2025
214,31,Female,Widowed,0,Doctorate,Unemployed,24.35,536,21.18,10,7.35,28.06,Home Purchase,Rural,246.39,Independent House,2.78,30.58,16,Approved,28-12-2024
215,49,Male,Single,1,Graduate,Salaried,37.97,798,81.09,10,7.77,15.46,Home Purchase,Urban,289.6,Plot,2.07,33.67,16,Approved,10-02-2024
216,58,Female,Married,4,Postgraduate,Self-Employed,15.32,598,54.27,30,6.55,22.9,Home Purchase,Rural,147.62,Plot,15.59,20.3,7,Approved,06-03-2020
217,21,Female,Married,0,Postgraduate,Self-Employed,46.57,791,28.91,25,7.73,13.54,Home Purchase,Urban,276.57,Plot,12.33,26.19,9,Rejected,04-07-2020
218,60,Female,Divorced,2,Doctorate,Salaried,7.51,582,13.06,20,7.46,21.59,Refinance,Rural,138.65,Plot,17.84,39.09,3,Approved,09-02-2024
219,21,Female,Single,1,Graduate,Unemployed,18.42,732,124.26,30,9.81,18.29,Refinance,Urban,163.06,Independent House,6.85,38.02,4,Approved,24-05-2020
220,64,Other,Divorced,3,Postgraduate,Self-Employed,7.08,491,135.27,15,9.02,28.57,Construction,Rural,246.26,Apartment,4.94,8.4,4,Approved,14-06-2021
221,58,Male,Single,0,Postgraduate,Self-Employed,37.47,329,130.2,25,6.96,9.31,Construction,Rural,181.54,Apartment,40.94,49.26,8,Approved,08-07-2025
222,41,Other,Married,3,High School,Salaried,23.98,410,88.29,10,9.1,13.98,Home Purchase,Rural,251.59,Independent House,44.79,40.73,14,Approved,31-07-2023
223,46,Male,Single,0,Doctorate,Self-Employed,45.82,462,37.08,30,9.09,24.05,Home Purchase,Urban,104.45,Plot,0.84,35.56,16,Approved,08-05-2023
224,46,Other,Single,1,Doctorate,Self-Employed,9.74,747,94.79,25,9.03,22.87,Home Purchase,Rural,142.77,Plot,25.62,39.81,14,Approved,02-10-2024
225,39,Other,Widowed,1,Doctorate,Salaried,23.03,626,42.02,10,8.5,23.75,Refinance,Semi-Urban,175.2,Apartment,3.51,22.79,3,Approved,10-10-2022
226,48,Female,Widowed,4,Graduate,Salaried,36.09,435,77.85,20,7.68,12.83,Refinance,Rural,282.26,Plot,18.98,19.25,15,Approved,21-01-2022
227,58,Female,Married,4,High School,Salaried,21.11,470,134.57,30,6.54,28.58,Home Purchase,Semi-Urban,59.06,Apartment,45.75,16.3,17,Approved,29-03-2023
228,52,Male,Single,1,Doctorate,Self-Employed,17.61,746,44.44,20,9.71,22.42,Construction,Urban,226.66,Apartment,42.86,41.92,2,Rejected,07-01-2024
229,31,Male,Divorced,1,Postgraduate,Salaried,30.97,569,104.77,10,7.87,9.95,Refinance,Rural,269.52,Apartment,15.36,29.59,1,Approved,12-08-2024
230,45,Female,Married,1,High School,Self-Employed,20.87,674,121.72,10,9.48,20.06,Refinance,Semi-Urban,93.13,Plot,41.51,47.67,6,Approved,11-01-2022
231,22,Male,Married,1,Graduate,Unemployed,3.89,540,6.4,20,6.63,19.58,Refinance,Urban,242.59,Plot,12.39,36.4,12,Approved,17-11-2022
232,22,Female,Divorced,2,Postgraduate,Unemployed,15.03,562,24.13,25,8.42,25.81,Home Purchase,Rural,90.57,Apartment,4.38,9.05,3,Approved,28-02-2023
233,32,Male,Married,1,Postgraduate,Salaried,43.79,680,69.11,20,8.68,22.35,Construction,Urban,184.44,Apartment,38.01,11.93,19,Rejected,10-04-2020
234,56,Female,Married,1,High School,Self-Employed,3.66,344,53.94,15,7.37,21.04,Home Purchase,Semi-Urban,121.07,Plot,14.86,15.35,18,Approved,05-04-2024
235,35,Male,Widowed,0,Doctorate,Self-Employed,21.06,577,102.33,30,10.95,5.75,Home Purchase,Semi-Urban,166.25,Plot,8.45,20.83,2,Approved,27-04-2021
236,51,Other,Divorced,4,Doctorate,Self-Employed,22.85,437,66.99,25,9.49,17.52,Refinance,Rural,282.3,Plot,13.95,10.81,3,Approved,02-11-2018
237,32,Other,Single,0,Postgraduate,Salaried,33.3,480,115.98,15,9.21,17.79,Construction,Semi-Urban,107.71,Independent House,33.69,43.11,11,Approved,13-10-2025
238,22,Male,Widowed,1,Doctorate,Self-Employed,22.59,395,37.81,25,10.74,13.1,Home Purchase,Semi-Urban,89.05,Apartment,32.52,14.56,19,Rejected,30-07-2021
239,61,Female,Widowed,1,High School,Self-Employed,21.75,372,72.47,10,9.3,25.17,Construction,Semi-Urban,145.13,Independent House,14.8,34.87,13,Approved,11-06-2019
240,32,Male,Widowed,3,High School,Unemployed,26.01,427,130.14,25,10.96,23.17,Construction,Urban,273.07,Apartment,15.39,42.69,19,Rejected,14-07-2018
241,43,Male,Divorced,2,High School,Salaried,32.42,761,69.14,25,7.96,21.63,Refinance,Urban,122.54,Plot,4.72,42.42,14,Approved,27-11-2023
242,47,Other,Widowed,2,Graduate,Unemployed,44.78,544,108.26,10,8.99,8.71,Refinance,Rural,250.12,Apartment,47.88,30.46,8,Approved,15-03-2022
243,45,Other,Married,1,High School,Salaried,20.66,371,18.77,25,7.12,7.03,Construction,Rural,293.73,Plot,26.59,44.31,2,Rejected,10-06-2023
244,21,Other,Married,4,Postgraduate,Salaried,21.33,625,90.88,20,8.14,23.46,Home Purchase,Rural,62.28,Apartment,12.84,41.18,18,Approved,25-06-2025
245,63,Male,Single,3,High School,Self-Employed,16.76,410,94.48,20,7.38,8.14,Refinance,Semi-Urban,59.17,Independent House,14.9,17.5,8,Approved,30-07-2018
246,59,Other,Widowed,2,Graduate,Self-Employed,41.36,726,44.41,25,7.88,20.34,Home Purchase,Rural,248.68,Plot,6.78,45.21,6,Approved,29-04-2023
247,32,Female,Married,3,Postgraduate,Unemployed,45.74,345,111.2,10,10.89,25.83,Refinance,Urban,290.97,Plot,46.53,35.42,10,Approved,18-07-2023
248,43,Male,Divorced,1,Doctorate,Unemployed,48.53,837,123.29,30,8.03,17.65,Refinance,Rural,207.69,Apartment,5.32,10.14,19,Approved,28-10-2023
249,45,Other,Married,1,Postgraduate,Unemployed,31.59,545,98.99,10,10.73,21.22,Refinance,Urban,70.89,Independent House,13.12,28.64,17,Approved,30-03-2020
250,53,Male,Widowed,4,Doctorate,Self-Employed,3.83,726,106.24,25,8.99,19.88,Home Purchase,Urban,185.79,Apartment,12.71,18.3,19,Approved,30-07-2021
251,52,Female,Single,1,Doctorate,Salaried,8.89,486,58.87,30,6.86,28.49,Refinance,Rural,165.67,Independent House,4.01,26.46,11,Rejected,02-01-2023
252,38,Female,Single,4,High School,Unemployed,44.01,389,30.69,25,6.68,15.14,Home Purchase,Semi-Urban,186.77,Apartment,0.52,45.28,9,Rejected,11-05-2020
253,47,Other,Single,4,Doctorate,Unemployed,12.88,416,68.78,25,6.61,7.91,Refinance,Rural,81.11,Independent House,19.16,14.73,0,Rejected,22-08-2024
254,31,Other,Married,3,High School,Self-Employed,40.39,321,36.64,15,10.03,19.96,Construction,Rural,288.65,Independent House,8.23,23.68,18,Approved,22-09-2018
255,42,Male,Divorced,4,Graduate,Salaried,27.12,629,83.73,15,6.86,16.05,Construction,Rural,79.8,Apartment,19.34,7.3,14,Rejected,22-06-2020
256,28,Other,Married,3,Postgraduate,Unemployed,4.98,435,88.21,30,10.98,10.05,Refinance,Urban,60.66,Plot,4.9,6.98,8,Rejected,01-12-2023
257,57,Male,Married,2,Doctorate,Self-Employed,23.81,668,16.19,25,10.93,24.91,Refinance,Semi-Urban,96.38,Apartment,2.96,36.08,4,Rejected,03-04-2022
258,33,Other,Married,3,Graduate,Unemployed,2.2,740,13.04,20,9.95,15.34,Home Purchase,Semi-Urban,296.91,Plot,48.39,29.74,15,Approved,12-10-2024
259,33,Male,Single,3,Graduate,Self-Employed,40.28,365,90.22,30,8.64,28.06,Construction,Urban,105.76,Apartment,32.37,42.97,6,Approved,29-08-2025
260,34,Female,Single,3,Doctorate,Salaried,32.27,739,120.88,15,10.15,11.82,Construction,Urban,254.81,Plot,3.4,13.16,4,Approved,22-06-2022
261,55,Female,Single,3,Graduate,Self-Employed,8.49,718,62.42,25,9.79,19.29,Refinance,Urban,297.71,Apartment,17.72,18.63,10,Rejected,07-10-2021
262,50,Male,Divorced,1,Postgraduate,Unemployed,9.75,612,33.83,20,9.07,10.25,Construction,Rural,36.8,Independent House,23.65,6.95,5,Approved,02-09-2018
263,51,Male,Married,4,High School,Salaried,8.39,400,137.23,25,9.2,17.84,Home Purchase,Semi-Urban,31.75,Independent House,45.4,15.92,5,Approved,05-08-2022
264,22,Other,Divorced,4,Postgraduate,Salaried,6.39,445,108.59,25,8.33,18.03,Refinance,Urban,83,Apartment,24.73,10.48,1,Rejected,28-10-2022
265,49,Other,Divorced,2,High School,Self-Employed,45.83,341,31.21,15,7.32,24.77,Refinance,Semi-Urban,147.72,Apartment,29.4,24.19,8,Approved,11-02-2025
266,51,Female,Married,0,Doctorate,Self-Employed,15.6,680,122.72,25,9.42,21.72,Home Purchase,Semi-Urban,281.84,Plot,7.69,44.88,4,Approved,09-08-2022
267,22,Male,Single,3,Graduate,Salaried,36.57,394,24.27,20,6.72,10.78,Home Purchase,Semi-Urban,99.17,Plot,45.16,6.11,3,Approved,03-07-2019
268,30,Male,Widowed,1,Graduate,Unemployed,31.78,786,17.14,30,7.87,24.55,Construction,Rural,216.75,Independent House,16.43,7.45,12,Approved,16-07-2022
269,59,Female,Divorced,2,Graduate,Unemployed,22.52,491,97.23,20,6.53,18.09,Refinance,Urban,129.96,Apartment,16.19,39.43,13,Approved,24-06-2022
270,27,Female,Divorced,0,High School,Unemployed,14.84,799,75.42,10,7.86,26.47,Construction,Semi-Urban,236.46,Apartment,45.59,9.39,5,Approved,29-04-2023
271,37,Female,Widowed,2,Graduate,Unemployed,7.76,781,14.23,20,10.38,8.43,Refinance,Urban,214.32,Plot,37.59,41.54,19,Approved,18-12-2020
272,27,Male,Single,0,High School,Unemployed,5.93,334,131.59,30,6.74,22.94,Construction,Semi-Urban,53.8,Plot,8.41,42.64,0,Approved,16-02-2022
273,57,Male,Divorced,0,Postgraduate,Salaried,49.1,302,107.86,20,10.27,21.78,Home Purchase,Urban,128.01,Apartment,15.21,11.27,17,Approved,19-12-2019
274,35,Other,Married,2,Postgraduate,Self-Employed,32.31,686,96.3,30,7.84,24.39,Home Purchase,Semi-Urban,276.11,Apartment,48.79,21.61,11,Approved,10-01-2021
275,27,Male,Divorced,4,High School,Self-Employed,5.03,646,41.25,10,8.53,26.73,Refinance,Urban,156.35,Apartment,39.25,13.81,15,Rejected,26-04-2025
276,63,Male,Widowed,1,Postgraduate,Self-Employed,46.68,781,113.22,10,10.98,15.88,Construction,Urban,184.11,Apartment,20.93,14.88,8,Approved,14-06-2025
277,49,Female,Divorced,0,Graduate,Unemployed,46.58,396,107.31,25,8.81,13.72,Construction,Rural,197.76,Independent House,5.53,6.6,5,Approved,12-03-2020
278,43,Female,Married,0,High School,Self-Employed,23.71,412,69.41,30,8.79,26.54,Construction,Semi-Urban,32.68,Independent House,26.75,6.7,6,Approved,30-06-2022
279,27,Female,Married,1,High School,Self-Employed,21.13,662,43.73,15,8.06,5.17,Refinance,Rural,62.91,Independent House,16.87,42.24,5,Rejected,29-08-2018
280,44,Other,Divorced,2,Graduate,Unemployed,4.95,585,68.6,20,10.57,17.32,Home Purchase,Semi-Urban,58.84,Plot,16.97,36.9,16,Approved,23-11-2024
281,45,Other,Married,2,Doctorate,Unemployed,7.94,781,136.87,30,6.69,26.62,Refinance,Urban,76.41,Apartment,12.35,43.68,11,Approved,13-12-2020
282,60,Female,Widowed,3,High School,Self-Employed,26.12,572,123.85,25,9.23,17.59,Refinance,Semi-Urban,287.18,Independent House,27.23,12.19,18,Rejected,17-10-2024
283,37,Male,Widowed,0,Doctorate,Salaried,9.48,800,63.22,20,8.2,15.34,Construction,Rural,103.98,Plot,13.05,48.63,0,Approved,22-04-2025
284,47,Male,Single,4,Graduate,Unemployed,41.8,633,74.33,20,9.32,9.8,Refinance,Urban,283.28,Plot,37.29,42.17,17,Rejected,09-09-2019
285,21,Male,Married,3,Doctorate,Self-Employed,19.09,389,91.49,25,8.98,11.05,Home Purchase,Semi-Urban,291.29,Plot,14.99,33.93,15,Approved,28-07-2019
286,47,Male,Widowed,2,Graduate,Self-Employed,10.65,591,80.01,30,8.04,22.1,Refinance,Rural,185.46,Plot,2.79,32.44,10,Approved,10-02-2018
287,44,Female,Widowed,0,High School,Salaried,42.75,651,75.16,10,8.04,7.79,Refinance,Semi-Urban,85.56,Plot,12.01,24.97,9,Approved,10-05-2024
288,62,Male,Single,1,High School,Salaried,44.73,456,54.13,15,8.76,19.58,Construction,Rural,44.72,Apartment,12.85,25.93,4,Rejected,26-05-2023
289,46,Male,Married,1,Graduate,Salaried,23.35,430,55.99,15,8.99,12.48,Home Purchase,Rural,225.78,Apartment,42.42,21.35,19,Rejected,04-12-2022
290,56,Male,Married,0,High School,Salaried,21.29,763,61.18,30,8.59,20.48,Construction,Urban,89.16,Independent House,10.2,18.14,12,Approved,30-12-2021
291,24,Male,Married,2,Graduate,Self-Employed,40.67,439,144.5,10,9.68,11.3,Refinance,Semi-Urban,167.96,Independent House,1.1,21.11,12,Approved,09-06-2024
292,22,Other,Married,2,Postgraduate,Self-Employed,43.07,377,88.17,15,10.72,17.89,Home Purchase,Semi-Urban,59.2,Plot,30.71,19.66,7,Approved,03-12-2022
293,40,Other,Single,2,High School,Unemployed,42.68,822,44.75,20,7.24,22.67,Home Purchase,Urban,201.54,Apartment,14.32,28.31,7,Approved,26-02-2019
294,28,Female,Widowed,4,Postgraduate,Unemployed,47.75,313,105.95,25,6.92,18.31,Refinance,Semi-Urban,57.37,Plot,15.14,28.96,11,Approved,21-11-2021
295,54,Female,Single,0,Doctorate,Self-Employed,36.93,311,115.52,15,7.33,13.21,Construction,Rural,36.69,Apartment,20.39,17.58,3,Approved,09-03-2024
296,28,Male,Married,3,High School,Self-Employed,43.09,535,55.32,25,10.65,17.56,Home Purchase,Semi-Urban,229.03,Independent House,43.12,19.22,9,Rejected,13-01-2019
297,26,Male,Divorced,1,Graduate,Unemployed,6.1,547,31.04,10,7.56,17.09,Construction,Semi-Urban,50.22,Apartment,22.84,43.06,9,Approved,20-04-2018
298,62,Female,Married,0,Postgraduate,Unemployed,3.75,479,66.62,30,9.74,18.69,Home Purchase,Urban,97.74,Plot,21.09,6.8,2,Rejected,17-11-2022
299,38,Female,Married,4,Graduate,Salaried,6.78,735,149.02,15,10.87,26.63,Construction,Urban,219.23,Independent House,31.54,25.5,18,Approved,28-06-2021
300,36,Male,Widowed,1,High School,Salaried,25.31,356,84.36,15,8.96,11.24,Home Purchase,Rural,260.05,Plot,5.12,38.83,1,Approved,30-10-2019
301,38,Male,Single,3,Graduate,Unemployed,34.79,581,128.39,25,7.07,19.54,Home Purchase,Rural,267.56,Apartment,9.6,37.37,8,Approved,16-04-2021
302,35,Female,Widowed,3,Doctorate,Unemployed,16.45,310,105.89,30,6.68,13.15,Home Purchase,Urban,149.56,Plot,10.45,10.87,15,Approved,12-09-2018
303,24,Other,Single,1,High School,Self-Employed,41.2,652,17.57,25,8.31,20.86,Construction,Urban,293.78,Independent House,37.57,47.36,15,Rejected,01-12-2020
304,58,Male,Single,0,Doctorate,Salaried,46.61,676,39.16,30,8.3,11.06,Refinance,Semi-Urban,295.4,Independent House,2.35,20.25,11,Approved,11-04-2018
